pixel,gps_true,drone_gps,drone_attitude
"(265, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.363249921764584, 149.16523490785536, 0)","(0.003832412650808692, 0.000731262902263552, 4.178745571766989)"
"(262, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.36325003416558, 149.16523513750832, 0)","(-0.0010382294422015548, 0.0003919815644621849, 4.178777758275167)"
"(261, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36325009824344, 149.16523523616127, 0)","(-0.002487905090674758, 0.0003216993936803192, 4.178794209157125)"
"(261, 379)","(-35.3632612, 149.1652381, 9.57)","(-35.36324983807108, 149.16523504873464, 0)","(0.0032530594617128372, 0.0002679080353118479, 4.178870979939596)"
"(261, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36325007082992, 149.1652352151379, 0)","(-0.0023586677853018045, 0.0002968443150166422, 4.17874795595278)"
"(261, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36325006865315, 149.16523521574612, 0)","(-0.0012552449479699135, 0.00033092257217504084, 4.178813997899191)"
"(261, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.36324985619378, 149.16523507061126, 0)","(0.0033859694376587868, 0.0005102894501760602, 4.178749386464254)"
"(262, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36325007776747, 149.16523517443093, 0)","(-0.001963823102414608, 0.000514501181896776, 4.178767029439108)"
"(261, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363250052406016, 149.1652352192887, 0)","(-0.0007636472000740469, 0.0007536918274126947, 4.17877179781069)"
"(264, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.36324992896077, 149.16523497099314, 0)","(0.003700540866702795, 0.0008171913796104491, 4.17877704301943)"
"(263, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36325013253391, 149.16523517078983, 0)","(-0.0014431384624913335, 0.0008338687475770712, 4.178879563008444)"
"(263, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36325010962194, 149.1652351686336, 0)","(0.00034262260305695236, 0.001184675027616322, 4.178892676030294)"
